Quantity,Discipline,Quantity TypeId,Type Catalog String,Unit Name,Unit TypeId,Unit Symbol,Conversion Factor From Internal,Conversion Factor To Internal,Is Valid
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","Cubic meters per second","autodesk.unit.unit:cubicMetersPerSecond-1.0.1","m³/s",0.028316846592,35.3146667214886,True
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","Liters per hour","autodesk.unit.unit:litersPerHour-1.0.1","L/h",101940.6477312,9.80962964485794E-06,True
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","Liters per minute","autodesk.unit.unit:litersPerMinute-1.0.1","LPM",1699.01079552,0.000588577778691477,True
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","Liters per second","autodesk.unit.unit:litersPerSecond-1.0.1","LPS",28.316846592,0.0353146667214886,True
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","US gallons per hour","autodesk.unit.unit:usGallonsPerHour-1.0.1","usgph",26929.8701298701,3.7133487654321E-05,True
"Flow","Piping","autodesk.spec.aec.piping:flow-2.0.0","PIPING_FLOW","US gallons per minute","autodesk.unit.unit:usGallonsPerMinute-1.0.1","usgpm",448.831143220342,0.00222800938639206,True
"Friction","Piping","autodesk.spec.aec.piping:friction-2.0.0","PIPING_FRICTION","Feet of water (39.2 °F) per 100 feet","autodesk.unit.unit:feetOfWater39.2DegreesFahrenheitPer100Feet-1.0.1","FT/100ft",0.109764531546318,9.11041104,True
"Friction","Piping","autodesk.spec.aec.piping:friction-2.0.0","PIPING_FRICTION","Inches of water (60 °F) per 100 feet","autodesk.unit.unit:inchesOfWater60DegreesFahrenheitPer100Feet-1.0.1","in-wg/100ft",1.31845358262865,0.75846432,True
"Friction","Piping","autodesk.spec.aec.piping:friction-2.0.0","PIPING_FRICTION","Meters of water column per meter","autodesk.unit.unit:metersOfWaterColumnPerMeter-1.0.0","mH2O/m",0.00109761339669609,911.067597216,True
"Friction","Piping","autodesk.spec.aec.piping:friction-2.0.0","PIPING_FRICTION","Millimeters of water column per meter","autodesk.unit.unit:millimetersOfWaterColumnPerMeter-1.0.0","mmH2O/m",1.09761339669609,0.911067597216,True
"Friction","Piping","autodesk.spec.aec.piping:friction-2.0.0","PIPING_FRICTION","Pascals per meter","autodesk.unit.unit:pascalsPerMeter-1.0.1","Pa/m",10.7639104167097,0.09290304,True
"Mass","Piping","autodesk.spec.aec.piping:mass-2.0.0","PIPE_MASS","Kilograms","autodesk.unit.unit:kilograms-1.0.0","kg",1,1,True
"Mass","Piping","autodesk.spec.aec.piping:mass-2.0.0","PIPE_MASS","Pounds mass","autodesk.unit.unit:poundsMass-1.0.1","lb",2.20462262184878,0.45359237,True
"Mass","Piping","autodesk.spec.aec.piping:mass-2.0.0","PIPE_MASS","Tonnes","autodesk.unit.unit:tonnes-1.0.1","t",0.001,1000,True
"Mass","Piping","autodesk.spec.aec.piping:mass-2.0.0","PIPE_MASS","US tonnes mass","autodesk.unit.unit:usTonnesMass-1.0.1","Tons",0.00110231131092439,907.18474,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Kilograms per hour","autodesk.unit.unit:kilogramsPerHour-1.0.0","kg/h",3600,0.000277777777777778,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Kilograms per minute","autodesk.unit.unit:kilogramsPerMinute-1.0.0","kg/min",60,0.0166666666666667,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Kilograms per second","autodesk.unit.unit:kilogramsPerSecond-1.0.0","kg/s",1,1,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Pounds mass per hour","autodesk.unit.unit:poundsMassPerHour-1.0.0","lb/h",7936.64143865559,0.000125997880555556,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Pounds mass per minute","autodesk.unit.unit:poundsMassPerMinute-1.0.0","lb/min",132.277357310927,0.00755987283333333,True
"Mass per Time","Piping","autodesk.spec.aec.piping:massPerTime-2.0.0","PIPING_MASS_PER_TIME","Pounds mass per second","autodesk.unit.unit:poundsMassPerSecond-1.0.0","lb/s",2.20462262184878,0.45359237,True
"Pipe Dimension","Piping","autodesk.spec.aec.piping:pipeDimension-2.0.0","PIPE_DIMENSION","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Pipe Dimension","Piping","autodesk.spec.aec.piping:pipeDimension-2.0.0","PIPE_DIMENSION","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Pipe Dimension","Piping","autodesk.spec.aec.piping:pipeDimension-2.0.0","PIPE_DIMENSION","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Pipe Dimension","Piping","autodesk.spec.aec.piping:pipeDimension-2.0.0","PIPE_DIMENSION","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Pipe Insulation Thickness","Piping","autodesk.spec.aec.piping:pipeInsulationThickness-2.0.0","PIPE_INSULATION_THICKNESS","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Mass per Unit Length","Piping","autodesk.spec.aec.piping:pipeMassPerUnitLength-2.0.0","PIPE_MASS_PER_UNIT_LENGTH","Kilograms per meter","autodesk.unit.unit:kilogramsPerMeter-1.0.1","kg/m",3.28083989501312,0.3048,True
"Mass per Unit Length","Piping","autodesk.spec.aec.piping:pipeMassPerUnitLength-2.0.0","PIPE_MASS_PER_UNIT_LENGTH","Pounds mass per foot","autodesk.unit.unit:poundsMassPerFoot-1.0.1","lbm/ft",2.20462262184878,0.45359237,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Pipe Size","Piping","autodesk.spec.aec.piping:pipeSize-2.0.0","PIPE_SIZE","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Atmospheres","autodesk.unit.unit:atmospheres-1.0.1","atm",3.23793722675857E-05,30883.86,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Bars","autodesk.unit.unit:bars-1.0.1","bar",3.28083989501312E-05,30480,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Feet of water (39.2 °F)","autodesk.unit.unit:feetOfWater39.2DegreesFahrenheit-1.0.1","FT",0.00109764531546318,911.041104,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Inches of mercury (32 °F)","autodesk.unit.unit:inchesOfMercury32DegreesFahrenheit-1.0.1","inHg",0.000968831370233344,1032.1713672,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Inches of water (60 °F)","autodesk.unit.unit:inchesOfWater60DegreesFahrenheit-1.0.1","in-wg",0.0131845358262865,75.846432,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Kilopascals","autodesk.unit.unit:kilopascals-1.0.1","kPa",0.00328083989501312,304.8,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Megapascals","autodesk.unit.unit:megapascals-1.0.1","MPa",3.28083989501312E-06,304800,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Meters of water column","autodesk.unit.unit:metersOfWaterColumn-1.0.0","mH2O",0.000334552563312969,2989.06692,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Millimeters of mercury","autodesk.unit.unit:millimetersOfMercury-1.0.1","mmHg",0.0246083170946002,40.63666752,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Millimeters of water column","autodesk.unit.unit:millimetersOfWaterColumn-1.0.0","mmH2O",0.334552563312969,2.98906692,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Pascals","autodesk.unit.unit:pascals-1.0.1","Pa",3.28083989501312,0.3048,True
"Pressure","Piping","autodesk.spec.aec.piping:pressure-2.0.0","PIPING_PRESSURE","Pounds force per square inch","autodesk.unit.unit:poundsForcePerSquareInch-1.0.1","psig",0.000475845596227721,2101.52202295772,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Roughness","Piping","autodesk.spec.aec.piping:roughness-2.0.0","PIPING_ROUGHNESS","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","1 : Ratio","autodesk.unit.unit:1ToRatio-1.0.1","1:",1,1,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Per mille","autodesk.unit.unit:perMille-1.0.1","‰",1000,0.001,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Percentage","autodesk.unit.unit:percentage-1.0.1","%",100,0.01,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Ratio : 1","autodesk.unit.unit:ratioTo1-1.0.0",":1",1,1,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Ratio : 10","autodesk.unit.unit:ratioTo10-1.0.1",":10",10,0.1,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Ratio : 12","autodesk.unit.unit:ratioTo12-1.0.1",":12",12,0.0833333333333333,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Rise / 1000 millimeters","autodesk.unit.unit:riseDividedBy1000Millimeters-1.0.1","",1000,0.001,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Rise / 10 feet","autodesk.unit.unit:riseDividedBy10Feet-1.0.1","",10,0.1,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Rise / 120 inches","autodesk.unit.unit:riseDividedBy120Inches-1.0.1","",120,0.00833333333333333,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Rise / 12 inches","autodesk.unit.unit:riseDividedBy12Inches-1.0.1","",12,0.0833333333333333,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Rise / 1 foot","autodesk.unit.unit:riseDividedBy1Foot-1.0.1","",1,1,True
"Slope","Piping","autodesk.spec.aec.piping:slope-2.0.0","PIPING_SLOPE","Degrees","autodesk.unit.unit:slopeDegrees-1.0.0","",45,0.0174550649282176,True
"Temperature","Piping","autodesk.spec.aec.piping:temperature-2.0.0","PIPING_TEMPERATURE","Celsius","autodesk.unit.unit:celsius-1.0.1","°C",-272.15,274.15,True
"Temperature","Piping","autodesk.spec.aec.piping:temperature-2.0.0","PIPING_TEMPERATURE","Fahrenheit","autodesk.unit.unit:fahrenheit-1.0.1","°F",-457.87,255.927777777778,True
"Temperature","Piping","autodesk.spec.aec.piping:temperature-2.0.0","PIPING_TEMPERATURE","Kelvin","autodesk.unit.unit:kelvin-1.0.0","K",1,1,True
"Temperature","Piping","autodesk.spec.aec.piping:temperature-2.0.0","PIPING_TEMPERATURE","Rankine","autodesk.unit.unit:rankine-1.0.1","°R",1.8,0.555555555555556,True
"Temperature Difference","Piping","autodesk.spec.aec.piping:temperatureDifference-2.0.0","PIPING_TEMPERATURE_DIFFERENCE","Celsius interval","autodesk.unit.unit:celsiusInterval-1.0.1","delta°C",1,1,True
"Temperature Difference","Piping","autodesk.spec.aec.piping:temperatureDifference-2.0.0","PIPING_TEMPERATURE_DIFFERENCE","Fahrenheit interval","autodesk.unit.unit:fahrenheitInterval-1.0.1","delta°F",1.8,0.555555555555556,True
"Temperature Difference","Piping","autodesk.spec.aec.piping:temperatureDifference-2.0.0","PIPING_TEMPERATURE_DIFFERENCE","Kelvin interval","autodesk.unit.unit:kelvinInterval-1.0.0","K",1,1,True
"Temperature Difference","Piping","autodesk.spec.aec.piping:temperatureDifference-2.0.0","PIPING_TEMPERATURE_DIFFERENCE","Rankine interval","autodesk.unit.unit:rankineInterval-1.0.1","delta°R",1.8,0.555555555555556,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Centimeters per minute","autodesk.unit.unit:centimetersPerMinute-1.0.1","cm/min",1828.8,0.000546806649168854,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Feet per minute","autodesk.unit.unit:feetPerMinute-1.0.1","ft/min",60,0.0166666666666667,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Feet per second","autodesk.unit.unit:feetPerSecond-1.0.1","ft/s",1,1,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Kilometers per hour","autodesk.unit.unit:kilometersPerHour-1.0.1","km/h",1.09728,0.911344415281423,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Meters per second","autodesk.unit.unit:metersPerSecond-1.0.1","m/s",0.3048,3.28083989501312,True
"Velocity","Piping","autodesk.spec.aec.piping:velocity-2.0.0","PIPING_VELOCITY","Miles per hour","autodesk.unit.unit:milesPerHour-1.0.1","mph",0.681818181818182,1.46666666666667,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Centipoises","autodesk.unit.unit:centipoises-1.0.1","cP",3280.83989501312,0.0003048,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Kilograms per meter hour","autodesk.unit.unit:kilogramsPerMeterHour-1.0.0","kg/(m·h)",11811.0236220472,8.46666666666667E-05,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Kilograms per meter second","autodesk.unit.unit:kilogramsPerMeterSecond-1.0.0","kg/(m·s)",3.28083989501312,0.3048,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Newton seconds per square meter","autodesk.unit.unit:newtonSecondsPerSquareMeter-1.0.0","N·s/m²",3.28083989501312,0.3048,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Pascal seconds","autodesk.unit.unit:pascalSeconds-1.0.1","Pa-s",3.28083989501312,0.3048,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Pound force seconds per square foot","autodesk.unit.unit:poundForceSecondsPerSquareFoot-1.0.0","lb·s/ft²",0.0685217658567918,14.5939029372064,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Pounds mass per foot hour","autodesk.unit.unit:poundsMassPerFootHour-1.0.1","lbm/ft-h",7936.64143865559,0.000125997880555556,True
"Dynamic Viscosity","Piping","autodesk.spec.aec.piping:viscosity-2.0.0","PIPING_VISCOSITY","Pounds mass per foot second","autodesk.unit.unit:poundsMassPerFootSecond-1.0.1","lbm/ft-s",2.20462262184878,0.45359237,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic centimeters","autodesk.unit.unit:cubicCentimeters-1.0.1","cm³",28316.846592,3.53146667214886E-05,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic feet","autodesk.unit.unit:cubicFeet-1.0.1","ft³",1,1,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic inches","autodesk.unit.unit:cubicInches-1.0.1","in³",1728,0.000578703703703704,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic meters","autodesk.unit.unit:cubicMeters-1.0.1","m³",0.028316846592,35.3146667214886,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic millimeters","autodesk.unit.unit:cubicMillimeters-1.0.1","mm³",28316846.592,3.53146667214886E-08,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Cubic yards","autodesk.unit.unit:cubicYards-1.0.1","yd³",0.037037037037037,27,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","Liters","autodesk.unit.unit:liters-1.0.1","L",28.316846592,0.0353146667214886,True
"Volume","Piping","autodesk.spec.aec.piping:volume-2.0.0","PIPING_VOLUME","US gallons","autodesk.unit.unit:usGallons-1.0.1","gal",7.48051948051948,0.133680555555556,True
"Acceleration","Structural","autodesk.spec.aec.structural:acceleration-2.0.0","ACCELERATION","Feet per second squared","autodesk.unit.unit:feetPerSecondSquared-1.0.1","ft/s²",1,1,True
"Acceleration","Structural","autodesk.spec.aec.structural:acceleration-2.0.0","ACCELERATION","Inches per second squared","autodesk.unit.unit:inchesPerSecondSquared-1.0.1","in/s²",12,0.0833333333333333,True
"Acceleration","Structural","autodesk.spec.aec.structural:acceleration-2.0.0","ACCELERATION","Kilometers per second squared","autodesk.unit.unit:kilometersPerSecondSquared-1.0.1","km/s²",0.0003048,3280.83989501312,True
"Acceleration","Structural","autodesk.spec.aec.structural:acceleration-2.0.0","ACCELERATION","Meters per second squared","autodesk.unit.unit:metersPerSecondSquared-1.0.1","m/s²",0.3048,3.28083989501312,True
"Acceleration","Structural","autodesk.spec.aec.structural:acceleration-2.0.0","ACCELERATION","Miles per second squared","autodesk.unit.unit:milesPerSecondSquared-1.0.1","mi/s²",0.000189393939393939,5280,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Dekanewtons per square meter","autodesk.unit.unit:dekanewtonsPerSquareMeter-1.0.1","daN/m²",0.328083989501312,3.048,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Kilograms force per square meter","autodesk.unit.unit:kilogramsForcePerSquareMeter-1.0.1","kgf/m²",0.334552563312969,2.98906692,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Kilonewtons per square meter","autodesk.unit.unit:kilonewtonsPerSquareMeter-1.0.1","kN/m²",0.00328083989501312,304.8,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Kilopascals","autodesk.unit.unit:kilopascals-1.0.1","kPa",0.00328083989501312,304.8,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Kips per square foot","autodesk.unit.unit:kipsPerSquareFoot-1.0.1","ksf",6.85217658567918E-05,14593.9029372064,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Meganewtons per square meter","autodesk.unit.unit:meganewtonsPerSquareMeter-1.0.1","MN/m²",3.28083989501312E-06,304800,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Megapascals","autodesk.unit.unit:megapascals-1.0.1","MPa",3.28083989501312E-06,304800,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Newtons per square meter","autodesk.unit.unit:newtonsPerSquareMeter-1.0.1","N/m²",3.28083989501312,0.3048,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Pascals","autodesk.unit.unit:pascals-1.0.1","Pa",3.28083989501312,0.3048,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Pounds force per square foot","autodesk.unit.unit:poundsForcePerSquareFoot-1.0.1","psf",0.0685217658567918,14.5939029372064,True
"Area Force","Structural","autodesk.spec.aec.structural:areaForce-2.0.0","AREA_FORCE","Tonnes force per square meter","autodesk.unit.unit:tonnesForcePerSquareMeter-1.0.1","Tf/m²",0.000334552563312969,2989.06692,True
"Area Force Scale","Structural","autodesk.spec.aec.structural:areaForceScale-2.0.0","AREA_FORCE_SCALE","Cubic feet per kip","autodesk.unit.unit:cubicFeetPerKip-1.0.1","ft³/kip",14593.9029372064,6.85217658567918E-05,True
"Area Force Scale","Structural","autodesk.spec.aec.structural:areaForceScale-2.0.0","AREA_FORCE_SCALE","Cubic meters per kilonewton","autodesk.unit.unit:cubicMetersPerKilonewton-1.0.1","m³/kN",92.90304,0.0107639104167097,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Feet of water (39.2 °F) per 100 feet","autodesk.unit.unit:feetOfWater39.2DegreesFahrenheitPer100Feet-1.0.1","FT/100ft",0.109764531546318,9.11041104,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Inches of water (60 °F) per 100 feet","autodesk.unit.unit:inchesOfWater60DegreesFahrenheitPer100Feet-1.0.1","in-wg/100ft",1.31845358262865,0.75846432,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Kilonewtons per cubic meter","autodesk.unit.unit:kilonewtonsPerCubicMeter-1.0.1","kN/m³",0.0107639104167097,92.90304,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Kips per cubic foot","autodesk.unit.unit:kipsPerCubicFoot-1.0.1","kip/ft³",6.85217658567918E-05,14593.9029372064,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Kips per cubic inch","autodesk.unit.unit:kipsPerCubicInch-1.0.1","kip/in³",3.96537996856434E-08,25218264.2754926,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Pascals per meter","autodesk.unit.unit:pascalsPerMeter-1.0.1","Pa/m",10.7639104167097,0.09290304,True
"Area Spring Coefficient","Structural","autodesk.spec.aec.structural:areaSpringCoefficient-2.0.0","AREA_SPRING_COEFFICIENT","Pounds force per cubic foot","autodesk.unit.unit:poundsForcePerCubicFoot-1.0.1","lbf/ft³",0.0685217658567918,14.5939029372064,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Bar Diameter","Structural","autodesk.spec.aec.structural:barDiameter-2.0.0","BAR_DIAMETER","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
