Quantity,Discipline,Quantity TypeId,Type Catalog String,Unit Name,Unit TypeId,Unit Symbol,Conversion Factor From Internal,Conversion Factor To Internal,Is Valid
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Square centimeters","autodesk.unit.unit:squareCentimeters-1.0.1","cm²",929.0304,0.00107639104167097,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Square feet","autodesk.unit.unit:squareFeet-1.0.1","SF",1,1,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Square inches","autodesk.unit.unit:squareInches-1.0.1","in²",144,0.00694444444444444,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Square meters","autodesk.unit.unit:squareMeters-1.0.1","m²",0.09290304,10.7639104167097,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Square millimeters","autodesk.unit.unit:squareMillimeters-1.0.1","mm²",92903.04,1.07639104167097E-05,True
"Cost per Area","Common","autodesk.spec.aec:costPerArea-2.0.0","COST_PER_AREA","Cost per square foot","autodesk.unit.unit:currencyPerSquareFoot-1.0.1","$/ft²",1,1,True
"Cost per Area","Common","autodesk.spec.aec:costPerArea-2.0.0","COST_PER_AREA","Cost per square meter","autodesk.unit.unit:currencyPerSquareMeter-1.0.1","$/m²",10.7639104167097,0.09290304,True
"Decimal Sheet Length","Common","autodesk.spec.aec:decimalSheetLength-2.0.0","PEN SIZE","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Decimal Sheet Length","Common","autodesk.spec.aec:decimalSheetLength-2.0.0","PEN SIZE","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Distance","Common","autodesk.spec.aec:distance-2.0.0","DISTANCE","US survey feet","autodesk.unit.unit:usSurveyFeet-1.0.0","USft",0.999998,1.000002000004,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","US survey feet","autodesk.unit.unit:usSurveyFeet-1.0.0","USft",0.999998,1.000002000004,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Length","Common","autodesk.spec.aec:length-2.0.0","LENGTH","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Mass Density","Common","autodesk.spec.aec:massDensity-2.0.0","MASS_DENSITY","Kilograms per cubic meter","autodesk.unit.unit:kilogramsPerCubicMeter-1.0.1","kg/m³",35.3146667214886,0.028316846592,True
"Mass Density","Common","autodesk.spec.aec:massDensity-2.0.0","MASS_DENSITY","Pounds mass per cubic foot","autodesk.unit.unit:poundsMassPerCubicFoot-1.0.1","lbm/ft³",2.20462262184878,0.45359237,True
"Number","Common","autodesk.spec.aec:number-2.0.0","NUMBER","Currency","autodesk.unit.unit:currency-1.0.0","¥",1,1,True
"Number","Common","autodesk.spec.aec:number-2.0.0","NUMBER","Fixed","autodesk.unit.unit:fixed-1.0.1","",1,1,True
"Number","Common","autodesk.spec.aec:number-2.0.0","NUMBER","General","autodesk.unit.unit:general-1.0.1","",1,1,True
"Number","Common","autodesk.spec.aec:number-2.0.0","NUMBER","Percentage","autodesk.unit.unit:percentage-1.0.1","%",100,0.01,True
"Rotation Angle","Common","autodesk.spec.aec:rotationAngle-2.0.0","ROTATION_ANGLE","Degrees","autodesk.unit.unit:degrees-1.0.1","°",57.2957795130824,0.0174532925199433,True
"Rotation Angle","Common","autodesk.spec.aec:rotationAngle-2.0.0","ROTATION_ANGLE","Gradians","autodesk.unit.unit:gradians-1.0.1","grad",63.6619772367582,0.0157079632679489,True
"Rotation Angle","Common","autodesk.spec.aec:rotationAngle-2.0.0","ROTATION_ANGLE","Multiples of π","autodesk.unit.unit:pi-1.0.0","π",0.318309886183791,3.14159265358979,True
"Rotation Angle","Common","autodesk.spec.aec:rotationAngle-2.0.0","ROTATION_ANGLE","Radians","autodesk.unit.unit:radians-1.0.0","rad",1,1,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Square centimeters per meter","autodesk.unit.unit:squareCentimetersPerMeter-1.0.1","cm²/m",3048,0.000328083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Square feet per foot","autodesk.unit.unit:squareFeetPerFoot-1.0.1","ft²/ft",1,1,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Square inches per foot","autodesk.unit.unit:squareInchesPerFoot-1.0.1","in²/ft",144,0.00694444444444444,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Square meters per meter","autodesk.unit.unit:squareMetersPerMeter-1.0.1","m²/m",0.3048,3.28083989501312,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Square millimeters per meter","autodesk.unit.unit:squareMillimetersPerMeter-1.0.1","mm²/m",304800,3.28083989501312E-06,True
"Sheet Length","Common","autodesk.spec.aec:sheetLength-2.0.0","PAPER LENGTH","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Site Angle","Common","autodesk.spec.aec:siteAngle-2.0.0","SITE_ANGLE","Degrees","autodesk.unit.unit:degrees-1.0.1","°",57.2957795130824,0.0174532925199433,True
"Site Angle","Common","autodesk.spec.aec:siteAngle-2.0.0","SITE_ANGLE","Gradians","autodesk.unit.unit:gradians-1.0.1","grad",63.6619772367582,0.0157079632679489,True
"Site Angle","Common","autodesk.spec.aec:siteAngle-2.0.0","SITE_ANGLE","Radians","autodesk.unit.unit:radians-1.0.0","rad",1,1,True
"Site Angle","Common","autodesk.spec.aec:siteAngle-2.0.0","SITE_ANGLE","Degrees minutes seconds","autodesk.unit.unit:degreesMinutes-1.0.0","",57.2957795130824,0.0174532925199433,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","1 : Ratio","autodesk.unit.unit:1ToRatio-1.0.1","1:",1,1,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Per mille","autodesk.unit.unit:perMille-1.0.1","‰",1000,0.001,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Percentage","autodesk.unit.unit:percentage-1.0.1","%",100,0.01,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Ratio : 1","autodesk.unit.unit:ratioTo1-1.0.0",":1",1,1,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Ratio : 10","autodesk.unit.unit:ratioTo10-1.0.1",":10",10,0.1,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Ratio : 12","autodesk.unit.unit:ratioTo12-1.0.1",":12",12,0.0833333333333333,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Rise / 1000 millimeters","autodesk.unit.unit:riseDividedBy1000Millimeters-1.0.1","",1000,0.001,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Rise / 10 feet","autodesk.unit.unit:riseDividedBy10Feet-1.0.1","",10,0.1,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Rise / 120 inches","autodesk.unit.unit:riseDividedBy120Inches-1.0.1","",120,0.00833333333333333,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Rise / 12 inches","autodesk.unit.unit:riseDividedBy12Inches-1.0.1","",12,0.0833333333333333,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Rise / 1 foot","autodesk.unit.unit:riseDividedBy1Foot-1.0.1","",1,1,True
"Slope","Common","autodesk.spec.aec:slope-2.0.0","SLOPE","Degrees","autodesk.unit.unit:slopeDegrees-1.0.0","",45,0.0174550649282176,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Centimeters per minute","autodesk.unit.unit:centimetersPerMinute-1.0.1","cm/min",1828.8,0.000546806649168854,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Feet per minute","autodesk.unit.unit:feetPerMinute-1.0.1","ft/min",60,0.0166666666666667,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Feet per second","autodesk.unit.unit:feetPerSecond-1.0.1","ft/s",1,1,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Kilometers per hour","autodesk.unit.unit:kilometersPerHour-1.0.1","km/h",1.09728,0.911344415281423,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Meters per second","autodesk.unit.unit:metersPerSecond-1.0.1","m/s",0.3048,3.28083989501312,True
"Speed","Common","autodesk.spec.aec:speed-2.0.0","SPEED","Miles per hour","autodesk.unit.unit:milesPerHour-1.0.1","mph",0.681818181818182,1.46666666666667,True
"Time","Common","autodesk.spec.aec:time-2.0.0","TIMEINTERVAL","Hours","autodesk.unit.unit:hours-1.0.1","h",0.000277777777777778,3600,True
"Time","Common","autodesk.spec.aec:time-2.0.0","TIMEINTERVAL","Milliseconds","autodesk.unit.unit:milliseconds-1.0.1","ms",1000,0.001,True
"Time","Common","autodesk.spec.aec:time-2.0.0","TIMEINTERVAL","Minutes","autodesk.unit.unit:minutes-1.0.1","min",0.0166666666666667,60,True
"Time","Common","autodesk.spec.aec:time-2.0.0","TIMEINTERVAL","Seconds","autodesk.unit.unit:seconds-1.0.0","s",1,1,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic centimeters","autodesk.unit.unit:cubicCentimeters-1.0.1","cm³",28316.846592,3.53146667214886E-05,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic feet","autodesk.unit.unit:cubicFeet-1.0.1","ft³",1,1,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic inches","autodesk.unit.unit:cubicInches-1.0.1","in³",1728,0.000578703703703704,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic meters","autodesk.unit.unit:cubicMeters-1.0.1","m³",0.028316846592,35.3146667214886,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic millimeters","autodesk.unit.unit:cubicMillimeters-1.0.1","mm³",28316846.592,3.53146667214886E-08,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Cubic yards","autodesk.unit.unit:cubicYards-1.0.1","yd³",0.037037037037037,27,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","Liters","autodesk.unit.unit:liters-1.0.1","L",28.316846592,0.0353146667214886,True
"Volume","Common","autodesk.spec.aec:volume-2.0.0","VOLUME","US gallons","autodesk.unit.unit:usGallons-1.0.1","gal",7.48051948051948,0.133680555555556,True
"Currency","Common","autodesk.spec.measurable:currency-2.0.0","CURRENCY","Currency","autodesk.unit.unit:currency-1.0.0","¥",1,1,True
